banda				.	_	Se
Se	_		formó			
formó	_		la			
la	_		imagen			
imagen	_		de			
de	_		una			
una	_		mujer			
mujer	_		de			
de	_		pie			
pie				,	_	aproximadamente
aproximadamente	_		a			
a	_		medio			
medio	_		metro			
metro	_		del			
del	_		piso			
piso	_		en			
en	_		un			
un	_		ángulo			
ángulo	_		de			
de	_		treinta			
treinta	_		grados			
grados	_		más			
más	_		o			
o	_		menos			
menos				.	_	El
El	_		tono			
tono	_		tampoco			
tampoco	_		estaba			
estaba	_		muy			
muy	_		bien			
bien				.	_	Pude
Pude	_		haberlo			
haberlo	_		compensado			
compensado	_		con			
con	_		bastante			
bastante	_		facilidad			
facilidad				,	_	pero
pero	_		sabía			
sabía	_		que			
que	_		aquello			
aquello	_		no			
no	_		me			
me	_		iba			
iba	_		a			
a	_		gustar			
gustar				,	_	así
así	_		que			
que	_		no			
no	_		me			
me	_		molesté			
molesté				.	\n\n	La
La	_		mujer			
mujer	_		le			
le	_		hablaba			
hablaba	_		al			
al	_		suelo			
suelo				.	_	Una
Una	_		biblioteca			
biblioteca	_		trataba			
trataba	_		de			
de	_		recomponerse			
recomponerse	_		a			
a	_		su			
su	_		alrededor			
alrededor				.	_	La
La	_		focalicé			
focalicé				.	\n\n	La
La	_		mujer			
mujer	_		era			
era	_		atractiva			
atractiva				,	_	de
de	_		modales			
modales	_		contenidos			
contenidos				,	_	burocráticos
Señor	_		Benedict			
Benedict				,	_	permítanos
permítanos	_		presentarle			
presentarle	_		nuestras			
nuestras	_		condolencias			
condolencias	_		por			
por	_		la			
la	_		pérdida			
pérdida	_		de			
de	_		su			
su	_		tío			
Pausa				—.	_	Era
Era	_		un			
un	_		gran			
gran	_		cliente			
cliente	_		de			
de	_		Brimbury			
Brimbury	_		y			
y	_		Cía			
Cía				.,	_	y
y	_		también			
también	_		un			
un	_		gran			
gran	_		amigo			
amigo				.	_	Lo
Lo	_		echaremos			
echaremos	_		mucho			
mucho	_		de			
de	_		menos			
Como	_		todos			
todos	_		nosotros			
nosotros	_	—	añadí			
añadí	_		yo			
yo				.	\n\n	La
La	_		imagen			
imagen	_		cambió			
cambió				.	\n\n	Los
Los	_		labios			
labios	_		de			
de	_		la			
la	_		mujer			
mujer	_		temblaban			
temblaban				,	_	y
y	_		cuando			
cuando	_		de			
de	_		nuevo			
nuevo	_		habló			
habló	_		había			
había	_		en			
en	_		su			
su	_		voz			
voz	_		bastante			
bastante	_		incertidumbre			
incertidumbre	_		como			
como	_		para			
para	_		persuadirme			
persuadirme	_		de			
de	_		que			
que	_		a			
a	_		pesar			
pesar	_		del			
del	_		discurso			
discurso	_		estereotipado			
estereotipado	_		había			
había	_		también			
también	_		un			
un	_		sentimiento			
sentimiento	_		genuino			
Queríamos	_		informarle			
informarle	_		de			
de	_		que			
que	_		usted			
usted	_		ha			
ha	_		sido			
sido	_		designado			
designado	_		único			
único	_		heredero			
heredero	_		de			
de	_		sus			
sus	_		bienes			
bienes				.	_	Tendrá
Tendrá	_		que			
que	_		completar			
completar	_		las			
las	_		formalidades			
formalidades	_		necesarias			
necesarias	_		que			
que	_		se			
se	_		detallan			
detallan	_		en			
en	_		el			
el	_		apéndice			
apéndice	_		de			
de	_		esta			
esta	_		transmisión			
Pareció	_		vacilar			
vacilar	_		un			
un	_		momento			
momento				—.	_	Hemos
Hemos	_		iniciado			
iniciado	_		los			
los	_		procedimientos			
procedimientos	_		para			
para	_		declarar			
declarar	_		a			
a	_		Gabriel			
Gabriel	_		oficialmente			
oficialmente	_		muerto			
muerto				.	_	Habrá
Habrá				,	_	por
por	_		supuesto			
supuesto				,	_	cierto
cierto	_		retraso			
retraso				.	_	Los
Los	_		tribunales			
tribunales	_		nunca			
nunca	_		están			
están	_		ansiosos			
ansiosos	_		por			
por	_		resolver			
resolver	_		el			
el	_		caso			
caso	_		de			
de	_		una			
una	_		persona			
persona	_		desaparecida			
desaparecida				,	_	aun
aun	_		en			
en	_		este			
este	_		tipo			
tipo	_		de			
de	_		situación			
situación				.	_	Sin
Sin	_		embargo			
embargo				,	_	deseamos
deseamos	_		actuar			
actuar	_		en			
en	_		su			
su	_		nombre			
nombre	_		en			
en	_		la			
la	_		primera			
primera	_		ocasión			
ocasión	_		que			
que	_		se			
se	_		presente			
presente				.	_	Consecuentemente
Consecuentemente				,	_	deberá
deberá	_		enviarnos			
enviarnos	_		la			
la	_		documentación			
documentación	_		sin			
sin	_		demora			
Se	_		sentó			
sentó	_		y			
y	_		se			
se	_		arregló			
arregló	_		la			
la	_		camisa			
camisa				—.	_	Su
Su	_		tío			
tío	_		también			
también	_		dejó			
dejó	_		bajo			
bajo	_		nuestra			
nuestra	_		custodia			
custodia	_		una			
una	_		comunicación			
comunicación	_		sellada			
sellada	_		para			
para	_		usted			
usted				,	_	para
para	_		que			
que	_		le			
le	_		fuera			
fuera	_		entregada			
entregada	_		en			
en	_		el			
el	_		momento			
momento	_		de			
de	_		su			
su	_		muerte			
muerte				.	_	Se
Se	_		activará			
activará	_		al			
al	_		finalizar			
finalizar	_		este			
este	_		mensaje			
mensaje	_		por			
por	_		medio			
medio	_		de			
de	_		su			
su	_		voz			
voz				.	_	Diga
Diga	_		cualquier			
cualquier	_		cosa			
cosa				.	_	Por
Por	_		favor			
favor				,	_	no
no	_		dude			
dude	_		en			
en	_		informarnos			
informarnos	_		si			
si	_		podemos			
podemos	_		serle			
serle	_		de			
de	_		ayuda			
ayuda				.	_	Señor
Señor	_		Benedict			
Benedict	_	—	su			
su	_		voz			
voz	_		se			
se	_		volvió			
volvió	_		un			
un	_		susurro			
susurro				—,	_	de
de	_		verdad			
verdad	_		que			
que	_		lo			
lo	_		lamentamos			
lamentamos	_		mucho			
mucho				.	\n\n\n\n	Lo
Lo	_		detuve			
detuve				,	_	hice
hice	_		algunas			
algunas	_		pruebas			
pruebas	_		y			
y	_		ajusté			
ajusté	_		la			
la	_		imagen			
imagen				.	_	Regresé
Regresé	_		a			
a	_		mi			
mi	_		silla			
silla				,	_	pero
pero	_		permanecí			
permanecí	_		sentado			
sentado	_		un			
un	_		largo			
largo	_		rato			
rato	_		antes			
antes	_		de			
de	_		volver			
volver	_		a			
a	_		poner			
poner	_		la			
la	_		cinta			
Gabe				.	\n\n	Las
Las	_		luces			
luces	_		se			
se	_		debilitaron			
debilitaron				.	_	De
De	_		golpe			
golpe	_		me			
me	_		encontré			
encontré	_		en			
en	_		el			
el	_		antiguo			
antiguo	_		estudio			
estudio	_		del			
del	_		segundo			
segundo	_		piso			
piso	_		en			
en	_		la			
la	_		parte			
parte	_		posterior			
posterior	_		de			
de	_		la			
la	_		casa			
casa				,	_	sentado
sentado	_		en			
en	_		una			
una	_		silla			
silla	_		mullida			
mullida	_		que			
que	_		alguna			
alguna	_		vez			
vez	_		había			
había	_		sido			
sido	_		mi			
mi	_		preferida			
preferida				.	_	Parecía
Parecía	_		no			
no	_		haber			
haber	_		cambiado			
cambiado	_		nada			
nada				;	_	las
las	_		paredes			
paredes	_		tapizadas			
tapizadas				,	_	los
los	_		muebles			
muebles	_		pesados			
pesados	_		y			
y	_		viejos			
viejos	_		y			
y	_		las			
las	_		cortinas			
cortinas	_		de			
de	_		color			
color	_		caoba			
caoba	_		me			
me	_		resultaban			
resultaban	_		familiares			
familiares				.	_	El
El	_		fuego			
fuego	_		ardía			
ardía	_		en			
en	_		la			
la	_		chimenea			
chimenea				.	_	Y
Y	_		Gabriel			
Gabriel	_		estaba			
estaba	_		de			
de	_		pie			
pie	_		a			
a	_		mi			
mi	_		lado			
lado				.	\n\n	Se
Se	_		encontraba			
encontraba	_		apenas			
apenas	_		a			
a	_		un			
un	_		brazo			
brazo	_		de			
de	_		distancia			
distancia				,	_	alto
alto				,	_	delgado
delgado				,	_	más
más	_		canoso			
canoso	_		de			
de	_		lo			
lo	_		que			
que	_		lo			
lo	_		recordaba			
recordaba				,	_	con
con	_		su			
su	_		cara			
cara	_		parcialmente			
parcialmente	_		en			
en	_		la			
la	_		penumbra			
penumbra				.	_	Sin
Sin	_		una			
una	_		palabra			
palabra				,	_	tocó
tocó	_		mi			
mi	_		hombro			
hombro				,	_	lo
lo	_		apretó			
Hola				,	_	Alex
Alex				.	\n\n	Todo
Todo	_		era			
era	_		un			
un	_		simulacro			
simulacro				.	_	Pero
Pero	_		yo			
yo	_		supe			
supe	_		en			
en	_		aquel			
aquel	_		momento			
momento	_		cuánto			
cuánto	_		iba			
iba	_		a			
a	_		extrañar			
extrañar	_		al			
al	_		viejo			
viejo	_		bastardo			
bastardo				.	_	Tenía
Tenía	_		sentimientos			
sentimientos	_		encontrados			
encontrados				,	_	y
y	_		eso			
eso	_		me			
me	_		sorprendió			
sorprendió				.	_	Habría
Habría	_		esperado			
esperado	_		que			
que	_		Gabe			
Gabe	_		aceptara			
aceptara	_		su			
su	_		desgracia			
desgracia	_		sin			
sin	_		someter			
someter	_		a			
a	_		nadie			
nadie	_		a			
a	_		despedidas			
despedidas	_		sentimentales			
sentimentales				.	_	No
No	_		iba			
iba	_		con			
con	_		él			
él				.	\n\n	Yo
Yo	_		quería			
quería	_		romper			
romper	_		la			
la	_		ilusión			
ilusión				,	_	solo
solo	_		sentarme			
sentarme	_		y			
y	_		observar			
observar				,	_	pero
pero	_		tuve			
tuve	_		que			
que	_		contestar			
contestar				,	_	porque
porque	_		si			
si	_		no			
no	_		las			
las	_		imágenes			
imágenes	_		solían			
solían	_		responder			
responder	_		pidiéndote			
pidiéndote	_		que			
que	_		hablases			
hablases				,	_	o
o	_		asegurándote			
asegurándote	_		que			
que	_		todo			
todo	_		iba			
iba	_		bien			
bien				,	_	y
y	_		eso			
eso	_		era			
era	_		lo			
lo	_		último			
último	_		que			
que	_		quería			
Hola				,	_	Gabe
Dado	_		que			
que	_		estoy			
estoy	_		aquí			
aquí	_	—	dijo			
dijo	_		melancólicamente			
melancólicamente				—,	_	presiento
presiento	_		que			
que	_		las			
las	_		cosas			
cosas	_		deben			
deben	_		de			
de	_		andar			
andar	_		mal			
Lo	_		lamento			
lamento	_	—	repliqué			
repliqué				.	\n\n	Se
Se	_		encogió			
encogió	_		de			
de	_		hombros			
Son	_		cosas			
cosas	_		que			
que	_		pasan			
pasan				.	_	El
El	_		momento			
momento	_		no			
no	_		puede			
puede	_		ser			
ser	_		peor			
peor				,	_	pero
pero	_		no			
no	_		puede			
puede	_		uno			
uno	_		tener			
tener	_		siempre			
siempre	_		el			
el	_		control			
control	_		de			
de	_		todo			
todo				.	_	Supongo
Supongo	_		que			
que	_		tú			
tú	_		sabrás			
sabrás	_		los			
los	_		detalles			
detalles				.	_	Aunque
Aunque	_		posiblemente			
posiblemente	_		no			
no				,	_	ahora
ahora	_		que			
que	_		lo			
lo	_		pienso			
pienso				.	_	Allá
Allá	_		donde			
donde	_		voy			
voy	_		hay			
hay	_		posibilidades			
posibilidades	_		de			
de	_		que			
que	_		desaparezcamos			
desaparezcamos	_		y			
y	_		que			
que	_		nunca			
nunca	_		más			
más	_		se			
se	_		vuelva			
vuelva	_		a			
a	_		oír			
oír	_		de			
de	_		nosotros			
nosotros				.	\n\n	Sí
Sí				,	_	pensé
pensé				.	_	Pero
Pero	_		no			
no	_		del			
del	_		modo			
modo	_		que			
que	_		esperas			
Adónde	_		vas			
De	_		caza			
caza				.	_	A
A	_		La			
La	_		Dama			
Dama	_		Velada			
Sacudió	_		la			
la	_		cabeza			
cabeza				.	_	Pude
Pude	_		ver			
ver	_		que			
que	_		estaba			
estaba	_		muy			
muy	_		afligido			
afligido				—.	_	La
La	_		puta			
puta	_		que			
que	_		los			
los	_		parió			
parió				.	_	Alex
Alex				,	_	las
las	_		cosas			
cosas	_		a			
a	_		veces			
veces	_		salen			
salen	_		muy			
muy	_		mal			
mal				.	_	Espero
Espero	_		que			
que				,	_	pase
pase	_		lo			
lo	_		que			
que	_		pase			
pase				,	_	pueda
pueda	_		tener			
tener	_		éxito			
éxito				.	_	No
No	_		quisiera			
quisiera	_		morirme			
morirme	_		sin			
sin	_		conocer			
conocer	_		la			
la	_		verdad			
verdad				.	\n\n	La
La	_		súplica			
súplica				,	_	porque
porque	_		eso			
eso	_		es			
es	_		lo			
lo	_		que			
que	_		fue			
fue				,	_	quedó
quedó	_		en			
en	_		el			
el	_		aire			
Nunca	_		llegaste			
llegaste	_		a			
a	_		la			
la	_		Estación			
Estación	_		Saraglia			
Saraglia	_	—	dije			
Frunció	_		el			
el	_		ceño			
ceño				.	_	Parecía
Parecía	_		que			
que	_		iba			
iba	_		a			
a	_		desvanecerse			
desvanecerse				.	_	Se
Se	_		apartó			
apartó	_		de			
de	_		mí			
mí				,	_	rodeó
rodeó	_		una			
una	_		mesita			
mesita	_		que			
que	_		llevaba			
llevaba	_		años			
años	_		en			
en	_		la			
la	_		casa			
casa	_		y			
y	_		se			
se	_		dejó			
dejó	_		caer			
caer	_		pesadamente			
pesadamente	_		en			
en	_		una			
una	_		silla			
silla	_		frente			
frente	_		a			
a	_		la			
la	_		mía			
mía				—.	_	Lástima
Lástima				.	\n\n	Se
Se	_		movía			
movía	_		más			
más	_		despacio			
despacio				,	_	con
con	_		movimientos			
movimientos	_		ahora			
ahora	_		más			
más	_		deliberados			
deliberados				,	_	y
y	_		una			
una	_		expresión			
expresión	_		astuta			
astuta	_		en			
en	_		su			
su	_		rostro			
rostro				.	_	Era
Era	_		difícil			
difícil	_		juzgar			
juzgar	_		si			
si	_		mostraba			
mostraba	_		los			
los	_		efectos			
efectos	_		de			
de	_		la			
la	_		edad			
edad	_		o			
o	_		si			
si				,	_	simplemente
simplemente				,	_	respondía
respondía	_		a			
a	_		la			
la	_		noticia			
noticia	_		de			
de	_		su			
su	_		muerte			
muerte				.	_	En
En	_		cualquier			
cualquier	_		caso			
caso				,	_	la
la	_		conversación			
conversación	_		se			
se	_		volvía			
volvía	_		gris			
gris				,	_	de
de	_		una			
una	_		temblorosa			
temblorosa	_		incertidumbre			
incertidumbre	_		y			
y	_		con			
con	_		un			
un	_		regusto			
regusto	_		a			
a	_		queja			
queja	_		por			
por	_		las			
las	_		cosas			
cosas	_		por			
por	_		hacer			
Tienes	_		buen			
buen	_		aspecto			
aspecto	_	—	le			
le	_		dije			
dije	_		honestamente			
honestamente				.	_	Era
Era				,	_	en
en	_		esas			
esas	_		circunstancias			
circunstancias				,	_	una
una	_		observación			
observación	_		ominosa			
ominosa				.	_	Pareció
Pareció	_		no			
no	_		notarlo			
Lamento	_		que			
que	_		no			
no	_		tengamos			
tengamos	_		oportunidad			
oportunidad	_		de			
de	_		conversar			
conversar	_		juntos			
juntos	_		al			
al	_		menos			
menos	_		una			
una	_		vez			
vez	_		más			
más				.	_	Esto
Esto	_		es			
es	_		un			
un	_		pobre			
pobre	_		sustituto			
Me	_		habría			
habría	_		gustado			
gustado	_		que			
que	_		las			
las	_		cosas			
cosas	_		hubieran			
hubieran	_		ido			
ido	_		mejor			
mejor	_		entre			
entre	_		nosotros			
nosotros				.	\n\n	No
No	_		se			
se	_		podía			
podía	_		responder			
responder	_		fácilmente			
fácilmente	_		a			
a	_		eso			
eso				.	_	Él
Él	_		fue			
fue	_		para			
para	_		mí			
mí	_		la			
la	_		única			
única	_		familia			
familia	_		que			
que	_		tuve			
tuve				,	_	y
y	_		habíamos			
habíamos	_		sufrido			
sufrido	_		los			
los	_		habituales			
habituales	_		avatares			
avatares	_		de			
de	_		esa			
esa	_		situación			
situación				.	_	Pero
Pero	_		hubo			
hubo	_		más			
más				:	_	Gabe
Gabe	_		era			
era	_		un			
un	_		idealista			
Me	_		lo			
lo	_		pusiste			
pusiste	_		muy			
muy	_		difícil			
difícil	_	—	continuó			
continuó				.	\n\n	Lo
Lo	_		que			
que	_		quería			
quería	_		decir			
decir	_		era			
era	_		que			
que	_		yo			
yo	_		había			
había	_		logrado			
logrado	_		llevar			
llevar	_		una			
una	_		vida			
vida	_		cómoda			
cómoda	_		vendiendo			
vendiendo	_		artefactos			
artefactos	_		raros			
raros	_		a			
a	_		coleccionistas			
coleccionistas	_		privados			
privados				.	_	Una
Una	_		actividad			
actividad	_		que			
que	_		él			
él	_		consideraba			
consideraba	_		inmoral			
No	_		quebranté			
quebranté	_		ninguna			
ninguna	_		ley			
ley				-		respondí
respondí				.	_	Discutir
Discutir	_		no			
no	_		tenía			
tenía	_		sentido			
sentido				:	_	nada
nada	_		de			
de	_		lo			
lo	_		que			
que	_		pudiera			
pudiera	_		decir			
decir	_		volvería			
volvería	_		al			
al	_		emisor			
emisor				.	_	Gabe
Gabe	_		estaba			
estaba	_		ahora			
ahora	_		por			
por	_		encima			
encima	_		de			
de	_		toda			
toda	_		clase			
clase	_		de			
de	_		comunicaciones			
comunicaciones				.	_	Solo
Solo	_		quedaba			
quedaba	_		aquella			
aquella	_		ilusión			
La	_		quebrantaste			
quebrantaste	_		un			
un	_		poco			
poco	_		aquí			
aquí				.	_	Ninguna
Ninguna	_		sociedad			
sociedad	_		civilizada			
civilizada	_		transige			
transige	_		con			
con	_		lo			
lo	_		que			
que	_		tú			
tú	_		haces			
haces	_		sin			
sin	_		ciertas			
ciertas	_		restricciones			
Respiró	_		profundamente			
profundamente	_		y			
y	_		exhaló			
exhaló	_		con			
con	_		lentitud			
lentitud				—.	_	Dejémoslo
Dejémoslo	_		así			
así				.	_	Yo
Yo	_		pagué			
pagué	_		un			
un	_		precio			
precio	_		muy			
muy	_		alto			
alto	_		por			
por	_		mis			
mis	_		principios			
principios				,	_	mucho
mucho	_		más			
más	_		de			
de	_		lo			
lo	_		que			
que	_		hubiera			
hubiera	_		deseado			
deseado				,	_	Alex
Alex				.	_	Ha
Ha	_		pasado			
pasado	_		mucho			
mucho	_		tiempo			
tiempo				.	\n\n	La
La	_		figura			
figura	_		que			
que	_		estaba			
estaba	_		ante			
ante	_		mí			
mí	_		no			
no	_		era			
era	_		sino			
sino	_		una			
una	_		ilusión			
ilusión	_		electrónica			
electrónica	_		que			
que	_		sabía			
sabía	_		solo			
solo	_		lo			
lo	_		que			
que	_		mi			
mi	_		tío			
tío	_		podía			
podía	_		decir			
decir	_		en			
en	_		el			
el	_		momento			
momento	_		de			
de	_		almacenar			
almacenar	_		la			
la	_		información			
información				.	_	No
No	_		tenía			
tenía	_		idea			
idea	_		de			
de	_		los			
los	_		principios			
principios	_		de			
de	_		los			
los	_		que			
que	_		hablaba			
hablaba				,	_	ni
ni	_		de			
de	_		la			
la	_		pena			
pena	_		que			
que	_		yo			
yo	_		sentía			
sentía				.	_	Pero
Pero	_		podía			
podía	_		hacer			
hacer	_		algo			
algo	_		que			
que	_		a			
a	_		mí			
mí	_		me			
me	_		hubiera			
hubiera	_		gustado			
gustado	_		muchísimo			
muchísimo	_		haber			
haber	_		hecho			
Lo	_		lamento			
lamento	_	—	dijo			
dijo				—;	_	si
si	_		tuviera			
tuviera	_		que			
que	_		volver			
volver	_		a			
a	_		empezar			
empezar				,	_	lo
lo	_		dejaría			
dejaría	_		pasar			
Pero	_		aun			
aun	_		así			
así	_		lo			
lo	_		desaprobarías			
Por	_		supuesto			
Bien				.	\n\n	Sonrió
Sonrió	_		y			
y	_		repitió			
repitió	_		mi			
mi	_		comentario			
comentario	_		con			
con	_		satisfacción			
Todavía	_		hay			
hay	_		esperanzas			
esperanzas	_		para			
para	_		ti			
ti				,	_	Alex
Abrió	_		un			
un	_		mueble			
mueble	_		bar			
bar	_		con			
con	_		licores			
licores	_		y			
y	_		extrajo			
extrajo	_		una			
una	_		botella			
botella	_		y			
y	_		dos			
dos	_		vasos			
vasos				—.	_	Mindinmist
Mindinmist	_	—	ofreció			
ofreció				—.	_	Tu
Tu	_		preferido			
preferido				.	\n\n	Era
Era	_		hermoso			
hermoso	_		estar			
estar	_		en			
en	_		casa			
casa				.	\n\n\n\n	Violé
Violé	_		una			
una	_		regla			
regla	_		personal			
personal	_		con			
con	_		ese			
ese	_		sponder			
sponder				:	_	me
me	_		dejé			
dejé	_		llevar			
llevar	_		por			
por	_		las			
las	_		imágenes			
imágenes	_		y			
y	_		me			
me	_		permití			
permití	_		aceptar			
aceptar	_		la			
la	_		ilusión			
ilusión	_		que			
que	_		me			
me	_		proponían			
proponían	_		como			
como	_		realidad			
realidad				.	_	Y
Y	_		me			
me	_		di			
di	_		cuenta			
cuenta	_		de			
de	_		cómo			
cómo	_		extrañaba			
extrañaba	_		el			
el	_		estudio			
estudio	_		empapelado			
empapelado	_		y			
y	_		lleno			
lleno	_		de			
de	_		libros			
libros	_		de			
de	_		la			
la	_		parte			
parte	_		posterior			
posterior	_		de			
de	_		la			
la	_		casa			
casa				.	_	Siempre
Siempre	_		había			
había	_		sido			
sido	_		una			
una	_		de			
de	_		mis			
mis	_		habitaciones			
habitaciones	_		favoritas			
La	_		otra			
otra	_		era			
era	_		el			
el	_		altillo			
altillo				,	_	un
un	_		lugar			
lugar	_		mágico			
mágico	_		desde			
desde	_		donde			
donde	_		muchas			
muchas	_		veces			
veces	_		había			
había	_		observado			
observado	_		el			
el	_		bosque			
bosque	_		para			
para	_		ver			
ver	_		si			
si	_		venían			
venían	_		los			
los	_		dragones			
dragones	_		o			
o	_		los			
los	_		soldados			
soldados	_		enemigos			
enemigos				.)	_	Olía
Olía	_		a			
a	_		pino			
pino				,	_	a
a	_		frescas			
frescas	_		cortinas			
cortinas	_		de			
de	_		tela			
tela	_		y			
y	_		a			
a	_		cubiertas			
cubiertas	_		de			
de	_		libros			
libros	_		y			
y	_		leños			
leños				.	_	Estaba
Estaba	_		lleno			
lleno	_		de			
de	_		fotos			
fotos	_		exóticas			
exóticas				:	_	un
un	_		templo			
templo	_		abandonado			
abandonado	_		cubierto			
cubierto	_		de			
de	_		vegetación			
vegetación				,	_	custodiado
custodiado	_		por			
por	_		un			
un	_		ídolo			
ídolo	_		obsceno			
obsceno				,	_	todo
todo	_		panza			
panza	_		y			
y	_		dientes			
dientes				,	_	una
una	_		columna			
columna	_		rota			
rota	_		en			
en	_		un			
un	_		desierto			
desierto	_		de			
de	_		otro			
otro	_		modo			
modo	_		vacío			
vacío				,	_	un
un	_		pequeño			
pequeño	_		grupo			
grupo	_		reunido			
reunido	_		ante			
ante	_		una			
una	_		pirámide			
pirámide	_		escalonada			
escalonada	_		bajo			
bajo	_		un			
un	_		par			
par	_		de			
de	_		lunas			
lunas				.	_	Una
Una	_		reproducción			
reproducción	_		del			
del	_		inmortal			
inmortal	_		crucero			
crucero	_		de			
de	_		guerra			
guerra	_		Corsario			
Corsario				,	_	de
de	_		Marcross			
Marcross				,	_	colgado
colgado	_		en			
en	_		la			
la	_		pared			
pared				,	_	con
con	_		dibujos			
dibujos	_		plegables			
plegables	_		de			
de	_		hombres			
hombres	_		y			
y	_		mujeres			
mujeres	_		con			
con	_		los			
los	_		que			
que	_		Gabe			
Gabe	_		había			
había	_		trabajado			
El	_		plegado			
plegado	_		fue			
fue	_		una			
una	_		de			
de	_		sus			
sus	_		aficiones			
aficiones				.	_	Había
Había	_		hecho			
hecho	_		una			
una	_		figura			
figura	_		con			
con	_		mi			
mi	_		imagen			
imagen				,	_	cuando
cuando	_		tenía			
tenía	_		alrededor			
alrededor	_		de			
de	_		cuatro			
cuatro	_		años			
años				,	_	en
en	_		mi			
mi	_		viejo			
viejo	_		dormitorio			
dormitorio				.)	\n\n	Además
Además	_		siempre			
siempre	_		había			
había	_		artefactos			
artefactos				:	_	juguetes
juguetes				,	_	ordenadores
ordenadores				,	_	lámparas
lámparas				,	_	estatuas
estatuas	_		que			
que	_		Gabe			
Gabe	_		había			
había	_		traído			
traído	_		de			
de	_		distintos			
distintos	_		sitios			
sitios				.	_	Aún
Aún	_		en			
en	_		ese			
ese	_		momento			
momento	_		alcanzaba			
alcanzaba	_		a			
a	_		ver			
ver	_		con			
con	_		claridad			
claridad	_		un			
un	_		objeto			
objeto	_		cilíndrico			
cilíndrico	_		y			
y	_		erguido			
erguido	_		en			
en	_		un			
un	_		estuche			
estuche	_		de			
de	_		vidrio			
vidrio				.	\n\n	Dirigí
Dirigí	_		mi			
mi	_		copa			
copa	_		hacia			
hacia	_		donde			
donde	_		él			
él	_		estaba			
estaba				.	_	Él
Él	_		a			
a	_		su			
su	_		vez			
vez	_		levantó			
levantó	_		la			
la	_		suya			
suya				,	_	y
y	_		por			
por	_		un			
un	_		instante			
instante	_		nos			
nos	_		miramos			
miramos	_		fijamente			
fijamente				.	_	Apenas
Apenas	_		podía			
podía	_		creer			
creer	_		que			
que	_		Gabe			
Gabe	_		y			
y	_		yo			
yo	_		estuviéramos			
estuviéramos	_		por			
por	_		fin			
fin	_		actuando			
actuando	_		correctamente			
correctamente				.	_	El
El	_		licor			
licor	_		estaba			
estaba	_		tibio			
tibio				,	_	muy
muy	_		suave			
suave	_		y			
y	_		tenía			
tenía	_		un			
un	_		regusto			
regusto	_		a			
a	_		tiempos			
tiempos	_		pasados			
Hay	_		algo			
algo	_		que			
que	_		tendrás			
tendrás	_		que			
que	_		hacer			
hacer	_	—	dijo			
dijo				.	\n\n	Se
Se	_		hallaba			
hallaba	_		de			
de	_		pie			
pie				,	_	delante
delante	_		de			
de	_		la			
la	_		ilustración			
ilustración	_		de			
de	_		VanDyne			
VanDyne	_		de			
de	_		las			
las	_		ruinas			
ruinas	_		de			
de	_		Punto			
Punto	_		Edward			
Edward				.	_	Ya
Ya	_		saben			
saben	_		cuál			
cuál				:	_	restos
restos	_		ennegrecidos			
ennegrecidos	_		bajo			
bajo	_		anillos			
anillos	_		rojos			
rojos	_		y			
y	_		dorados			
dorados	_		y			
y	_		un			
un	_		grupo			
grupo	_		de			
de	_		lunas			
lunas	_		plateadas			
plateadas				.	_	Tal
Tal	_		como			
como	_		lo			
lo	_		encontraron			
encontraron	_		después			
después	_		del			
del	_		ataque			
ataque				.	\n\n	La
La	_		silla			
silla	_		era			
era	_		cómoda			
cómoda				.	_	Inconcebiblemente
Inconcebiblemente	_		cómoda			
cómoda				,	_	como
como	_		también			
también	_		el			
el	_		Mindinmist			
Mindinmist	_		era			
era	_		soberbio			
soberbio				.	_	Se
Se	_		logra			
logra	_		esa			
esa	_		clase			
clase	_		de			
de	_		efectos			
efectos	_		con			
con	_		objetos			
objetos	_		que			
que	_		en			
en	_		realidad			
realidad	_		no			
no	_		existen			
existen				.	_	Algunos
Algunos	_		dicen			
dicen	_		que			
que	_		la			
la	_		perfección			
perfección	_		estropea			
estropea	_		la			
la	_		ilusión			
ilusión	_		y			
y	_		que			
que	_		los			
los	_		sponders			
sponders	_		resultarían			
resultarían	_		más			
más	_		creíbles			
creíbles	_		si			
si	_		las			
las	_		sensaciones			
sensaciones	_		físicas			
físicas	_		fueran			
fueran	_		más			
más	_		débiles			
débiles	_		o			
o	_		imperfectas			
imperfectas				.	_	Como
Como	_		con			
con	_		las			
las	_		cosas			
cosas	_		reales			
pregunté				,	_	pensando
pensando	_		que			
que	_		me			
me	_		iba			
iba	_		a			
a	_		pedir			
pedir	_		que			
que	_		administrara			
administrara	_		la			
la	_		herencia			
herencia	_		de			
de	_		manera			
manera	_		provechosa			
provechosa				.	_	Algo
Algo	_		así			
así	_		como			
como	_		procurar			
procurar	_		que			
que	_		el			
el	_		dinero			
dinero	_		sirviera			
sirviera	_		para			
para	_		una			
una	_		buena			
buena	_		causa			
causa				.	_	No
No	_		gastarlo			
gastarlo	_		todo			
todo	_		en			
en	_		diversión			
diversión	_		y			
y	_		mujeres			
mujeres				.	\n\n	Miró
Miró	_		fijamente			
fijamente	_		el			
el	_		fuego			
fuego				,	_	que
que	_		se			
se	_		avivó			
avivó	_		al			
al	_		caer			
caer	_		con			
con	_		pesadez			
pesadez	_		un			
un	_		tronco			
tronco	_		entre			
entre	_		los			
los	_		leños			
leños				.	_	Una
Una	_		nube			
nube	_		de			
de	_		chispas			
