>> Total palabras: 75628
>> Total diferentes: 11374
-------
id	pal	freq
4391	aliento	1
4392	devotas	2
4393	temblaron	2
4394	compone	1
4395	encargases	1
4396	vecino	2
4397	mantenían	2
4398	mediase	1
4399	vecina	10
4400	preguntase	1
4401	rompían	1
4402	impulsa	1
4403	excusa	1
4404	dios	47
4405	negaba	1
4406	ventas	1
4407	impulso	3
4408	funciones	4
4409	cordiales	1
4410	valiosa	1
4411	ciertas	6
4412	opinión	9
4413	cuerpos	1
4414	encadenada	1
4415	_stornello_	1
4416	quedaron	17
4417	inopinadamente	1
4418	desenfado	1
4419	piezas	1
4420	esparció	1
4421	veinte	14
4422	alumbrada	1
4423	acompañado	4
4424	acompañada	3
4425	raza	2
4426	débil	7
4427	incoloro	1
4428	andadas	1
4429	limosna	1
4430	deje	5
4431	botas	9
4432	copiosamente	1
4433	paloma	2
4434	calma	17
4435	movían	1
4436	causaban	1
4437	saldar	1
4438	ruda	3
4439	eterno	2
4440	amanecer	1
4441	excusó	1
4442	gasa	1
4443	miserables	1
4444	eterna	2
4445	rudo	2
4446	escultura	11
4447	íbamos	2
4448	fa	1
4449	germinar	1
4450	fe	8
4451	voluptuosamente	1
4452	arrancado	2
4453	pólvora	1
4454	a	1899
4455	poneros	1
4456	asustadas	1
4457	faetón	1
4458	acomodados	1
4459	aceptaba	3
4460	convencer	4
4461	apartándose	1
4462	deudas	1
4463	oprimían	1
4464	bofetón	1
4465	llevarlo	4
4466	llevarla	5
4467	llevarle	3
4468	escucha	1
4469	mojada	1
4470	delgadita	1
4471	apóstol	1
4472	mojado	1
4473	apacible	6
4474	mucosa	1
4475	tutearle	2
4476	glorias	1
4477	intratable	1
4478	pérfidas	1
4479	lateral	1
4480	sugería	2
4481	extenso	1
4482	estudios	6
4483	adoptar	3
4484	buhardilla	4
4485	préstamos	2
4486	fines	1
4487	silenciosa	1
4488	poderosas	1
4489	oiga	7
4490	yo	143
4491	ya	156
4492	sigilosamente	2
4493	silencioso	7
4494	dirá	1
4495	contemplación	1
4496	diré	4
4497	así	55
4498	convicciones	1
4499	intrépidamente	1
4500	profundas	7
4501	doblársele	1
4502	insensato	1
4503	pidiendo	2
4504	niñera	3
4505	sumidos	1
4506	trozo	1
4507	afiliado	1
4508	brillaba	4
4509	traído	2
4510	revelando	2
4511	ajenos	1
4512	abrir	4
4513	toda	46
4514	sitios	4
4515	apóstrofes	2
4516	todo	142
4517	lanzose	1
4518	unción	1
4519	retortas	4
4520	enterando	1
4521	decía	42
4522	oportunos	1
4523	consentir	3
4524	apostado	2
4525	ahumados	1
4526	maravilloso	4
4527	reconvención	1
4528	tremenda	1
4529	comienzos	1
4530	papeles	2
4531	restableció	1
4532	puf	2
4533	enfríe	1
4534	rece	1
4535	pudiente	1
4536	altísimos	1
4537	postraba	1
4538	base	1
4539	pasado	17
4540	libros	5
4541	pus	1
4542	imprescindibles	1
4543	beneficios	1
4544	redentor	1
4545	terrible	14
4546	blusa	4
4547	universidad	1
4548	aguardar	1
4549	orates	1
4550	tratará	1
4551	novela	1
4552	dilatarse	1
4553	guardando	1
4554	pudieron	7
4555	balanceaban	1
4556	promedio	1
4557	misa	13
4558	obediencia	1
4559	cerveza	2
4560	dormirse	1
4561	pasos	15
4562	incendiarias	1
4563	hebra	2
4564	cifra	1
4565	cultivar	1
4566	añadió	33
4567	dúctil	1
4568	debes	2
4569	estremecimientos	1
4570	secretamente	3
4571	relamiéndose	1
4572	paredes	1
4573	dígalo	1
4574	tomaron	4
4575	llevaba	17
4576	viviría	1
4577	quitaban	1
4578	azarosa	1
4579	padecer	3
4580	funesto	1
4581	cuerpecito	2
4582	pasarte	1
4583	rizos	1
4584	servía	8
4585	afán	2
4586	situado	1
4587	reconocer	2
4588	edades	3
4589	iluminadas	1
4590	periodista	6
4591	poética	3
4592	poético	2
4593	creían	1
4594	abrazarse	1
4595	estupefacto	8
4596	abrazándole	1
4597	cabello	3
4598	hallar	11
4599	hallas	1
4600	abrazándola	1
4601	efectos	2
4602	apoyaba	1
4603	cortadas	1
4604	eternamente	6
4605	hallan	3
4606	fulminando	1
4607	estéril	1
4608	sensual	1
4609	triángulo	1
4610	llorosa	1
4611	dirigieron	3
4612	persuadiéndoles	1
4613	confunden	1
4614	trance	2
4615	amplísimas	1
4616	reunirse	1
4617	enojado	1
4618	cesante	1
4619	estuviesen	3
4620	fervorosos	1
4621	miraban	2
4622	nuestras	5
4623	sintió	21
4624	celdas	1
4625	temblaba	4
4626	cercada	1
4627	comparándolos	1
4628	apenaba	2
4629	ruborizaron	2
4630	hombres	34
4631	harto	1
4632	empecé	1
4633	contornos	2
4634	misterio	7
4635	_familiar_	1
4636	conversación	22
4637	nubes	9
4638	watt	1
4639	campanas	1
4640	despidió	4
4641	líricos	1
4642	energúmeno	2
4643	toser	2
4644	procede	2
4645	examinaban	1
4646	amueblaba	1
4647	oscurecer	1
4648	huraño	1
4649	jeremías	18
4650	setos	2
4651	debida	2
4652	imprescindible	3
4653	resignada	1
4654	danza	1
4655	tener	29
4656	resignado	2
4657	debido	2
4658	comenzar	2
4659	coleópteros	1
4660	confundido	1
4661	paladeaba	2
4662	chiquito	1
4663	sumiso	2
4664	silenciosos	7
4665	terrones	2
4666	desplegar	1
4667	formas	6
4668	darwin	1
4669	pisó	1
4670	acurrucado	1
4671	desconcierta	1
4672	obesidad	1
4673	retorta	1
4674	falsedad	3
4675	suspiró	1
4676	despertado	1
4677	reflejarse	1
4678	perfume	3
4679	admitía	1
4680	reinado	1
4681	dilatase	1
4682	comprobamos	1
4683	nutrían	1
4684	religiosa	3
4685	proponían	1
4686	examinar	2
4687	religioso	6
4688	fuesen	2
4689	calmase	1
4690	plausible	1
4691	maldades	1
4692	complicado	1
4693	febril	1
4694	piso	3
4695	probable	1
4696	cerdee	1
4697	pise	1
4698	agosto	2
4699	chimenea	1
4700	luenga	1
4701	_la	12
4702	desdichada	2
4703	ofender	2
4704	dispusieron	1
4705	parecen	1
4706	comprando	1
4707	numen	1
4708	cómica	2
4709	opongo	1
4710	parecer	4
4711	espasmo	3
4712	excrementos	1
4713	errar	1
4714	experimentar	1
4715	repuso	30
4716	saliese	2
4717	guiños	1
4718	rebasaban	1
4719	bote	2
4720	cofradía	1
4721	irritadísimo	1
4722	secreto	11
4723	céntrico	1
4724	suspiro	4
4725	guardias	1
4726	secreta	1
4727	protector	4
4728	serían	3
4729	saciaba	1
4730	experimental	1
4731	buenísima	2
4732	germen	3
4733	acertaba	2
4734	destinaba	1
4735	dejándola	1
4736	medios	8
4737	espantoso	2
4738	tíos	1
4739	casaba	1
4740	hallado	6
4741	recatada	1
4742	pasaría	1
4743	cordera	1
4744	impida	1
4745	imaginado	2
4746	brillar	3
4747	avergonzaba	1
4748	altivamente	1
4749	inglés	1
4750	dama	3
4751	dame	2
4752	enérgica	4
4753	admirase	1
4754	beberás	1
4755	rompía	2
4756	estupefacta	1
4757	abajo	4
4758	adeptos	1
4759	atribuían	1
4760	cantar	1
4761	respirando	2
4762	circunstantes	7
4763	descubierto	5
4764	descubierta	2
4765	vivientes	1
4766	sostengo	1
4767	ropa	17
4768	sombra	3
4769	efectuarlo	1
4770	ferrocarril	1
4771	matronas	1
4772	pantera	2
4773	lleno	17
4774	indemnizarse	1
4775	pontífice	1
4776	presintiera	1
4777	estampas	3
4778	lógicamente	1
4779	aulló	1
4780	agitaba	2
4781	bullía	2
4782	frecuentes	3
4783	acordarse	3
4784	convulsivamente	2
4785	transformaciones	1
4786	circunvolución	1
4787	guardarlas	1
4788	honradez	1
4789	grana	1
4790	grano	3
4791	intestinales	1
4792	testigos	1
4793	propensa	2
4794	averiguarlo	2
4795	reunión	1
4796	conque	3
4797	moisés	4
4798	ayunos	1
4799	cabizbajos	1
4800	broma	5
4801	aplauso	2
4802	anhelante	2
4803	placeres	14
4804	asegurando	1
4805	izquierda	5
4806	leyó	4
4807	persuadir	1
4808	folletín	1
4809	ocupado	4
4810	sillas	4
4811	permitió	1
4812	cava	1
4813	sonrisas	4
4814	pretendidas	1
4815	colón	1
4816	aparecía	4
4817	presentado	6
4818	cabizbajo	1
4819	calor	7
4820	carcajadas	7
4821	maniobras	1
4822	flotante	2
4823	tarareaba	1
4824	copitas	3
4825	tendrá	3
4826	brotaban	3
4827	trigo	1
4828	marco	1
4829	mujer	65
4830	insolente	2
4831	carnicero	1
4832	tocaba	8
4833	triste	16
4834	batía	1
4835	vacilaciones	1
4836	nutrirse	2
4837	desgarraron	1
4838	oportunas	1
4839	héroes	1
4840	llenos	1
4841	gamo	1
4842	sonaban	4
4843	pasión	6
4844	religión	10
4845	bolsa	1
4846	recinto	3
4847	recriminaciones	4
4848	trató	5
4849	algodón	3
4850	acometió	1
4851	recreo	1
4852	compensar	1
4853	delicadeza	5
4854	imaginaciones	1
4855	soltarla	1
4856	refresco	1
4857	infligírselos	1
4858	euménida	1
4859	parado	1
4860	permitir	1
4861	trasparente	2
4862	despojó	1
4863	mecedora	1
4864	gracia	20
4865	estudiar	3
4866	transigir	1
4867	infelices	1
4868	acoger	1
4869	soportaba	1
4870	dorso	1
4871	gentilmente	1
4872	atenido	1
4873	pellizcos	2
4874	atendía	3
4875	reconciliaría	1
4876	filtraba	1
4877	alcalá	2
4878	festines	2
4879	matusalén	3
4880	gravemente	8
4881	tuvo	23
4882	imparciales	1
4883	levantándose	4
4884	positivo	1
4885	puras	2
4886	tapose	1
4887	estadística	1
4888	tocar	5
4889	francesas	1
4890	rápidos	1
4891	enviaba	1
4892	disculparse	1
4893	pequeñito	1
4894	absurdo	5
4895	toques	1
4896	trato	3
4897	sacrificado	1
4898	convídame	1
4899	trata	6
4900	absurda	1
4901	habitar	1
4902	pabellón	1
4903	necesité	1
4904	zoología	1
4905	dude	2
4906	gastar	2
4907	aborrecible	1
4908	tenerlas	1
4909	frotarla	1
4910	leyendo	2
4911	frotarle	1
4912	presentía	1
4913	barrena	2
4914	metiendo	1
4915	separarlos	1
4916	daros	1
4917	comprendí	1
4918	pocos	30
4919	advirtiese	1
4920	procedimientos	1
4921	explíquemelo	1
4922	vocear	1
4923	encargado	10
4924	residuos	1
4925	patibularia	1
4926	albúmina	4
4927	creyente	1
4928	gonzaga	2
4929	brazos	18
4930	visitó	1
4931	tranquilo	10
4932	excusador	1
4933	comisión	1
4934	resignadas	1
4935	tranquila	4
4936	invitase	1
4937	limpio	3
4938	bulliciosa	1
4939	distraídos	1
4940	calentura	1
4941	limpia	4
4942	acarició	1
4943	enfurecidos	1
4944	necesito	8
4945	mascaba	1
4946	pasivas	1
4947	tragedias	1
4948	desató	3
4949	necesite	1
4950	alero	1
4951	necesita	6
4952	infinito	1
4953	proteger	1
4954	espantó	1
4955	placiesen	1
4956	frenéticamente	2
4957	épocas	1
4958	1893	1
4959	comprende	3
4960	calmante	1
4961	acometido	3
4962	penachos	1
4963	célebre	5
4964	comprendo	2
4965	enferma	1
4966	venía	20
4967	inventaba	1
4968	recordar	3
4969	época_	2
4970	tendido	3
4971	primogénito	1
4972	complazco	1
4973	venerable	2
4974	pretenden	1
4975	comprendido	5
4976	bríos	1
4977	atrocidades	1
4978	pretender	1
4979	pretendes	1
4980	visita	6
4981	asuste	1
4982	e	20
4983	preferido	1
4984	urgente	1
4985	deslenguada	1
4986	preferida	1
4987	ternura	4
4988	quedamos	2
4989	mantuvo	3
4990	intimidad	1
4991	oscurantismo	1
4992	mentira	6
4993	constantes	2
4994	confundirse	1
4995	ladrar	1
4996	melancólico	3
4997	conciliábulo	1
4998	tornaron	2
4999	coléricas	1
5000	melancólica	1
5001	evidente	1
5002	inquietud	11
5003	ga	1
5004	ensalmo	1
5005	tiñeron	2
5006	enternece	3
5007	aparenta	1
5008	cabezas	4
5009	pertenecían	1
5010	esforzó	1
5011	improvisada	1
5012	explosión	2
5013	recostado	1
5014	desayuno	1
5015	nuestros	12
5016	retirarse	6
5017	agradase	1
5018	llamaba	9
5019	aventuras	2
5020	empresario	1
5021	pomar	1
5022	poéticos	2
5023	grotesco	1
5024	tocoles	1
5025	hermosura	2
5026	veía	14
5027	injustificado	1
5028	anillo	1
5029	devolverlas	1
5030	palmotearon	1
5031	tapaban	1
5032	metiéndole	5
5033	parentela	1
5034	lucimiento	1
5035	tapándose	1
5036	arrancárselo	1
5037	abismos	2
5038	ocultas	1
5039	ocultar	5
5040	vulnerarlos	1
5041	numerosos	2
5042	olas	3
5043	gorrino	1
5044	trajeron	1
5045	peor	6
5046	escalofríos	1
5047	sabrosísimo	1
5048	sultana	1
5049	remangada	1
5050	valores	1
5051	vociferar	1
5052	arreo	2
5053	perdiendo	2
5054	arrullaban	2
5055	ofensiva	1
5056	necesarias	1
5057	sólo	58
5058	depositadas	1
5059	silenciosas	1
5060	repicaban	1
5061	divertía	1
5062	vales	1
5063	valer	1
5064	contradecía	1
5065	arreglar	6
5066	celo	2
5067	silueta	3
5068	suponer	3
5069	agradezco	2
5070	reja	1
5071	defectos	3
5072	embaucada	1
5073	hortaleza	2
5074	decoro	1
5075	makololos	1
5076	iguales	2
5077	producto	3
5078	orgullosita	1
5079	escuchándole	1
5080	sueldo	10
5081	damasco	1
5082	medarda	2
5083	pegados	2
5084	trabajosamente	2
5085	úrico	2
5086	clara	5
5087	discurrían	1
5088	burlarse	2
5089	hiela	1
5090	violenta	2
5091	violento	1
5092	peripatético	1
5093	hallando	1
5094	protectoras	1
5095	chubasco	1
5096	reservados	2
5097	engríe	1
5098	pudiera	13
5099	interesen	1
5100	perdía	1
5101	distribuyendo	1
5102	lágrimas	30
5103	escapamos	1
5104	alrededor	1
5105	despacho	4
5106	necesitaba	14
5107	siguiendo	1
5108	bendito	4
5109	bendita	3
5110	hipócrita	2
5111	precipites	1
5112	sentían	2
5113	encerrados	1
5114	vuelta	9
5115	vuelto	6
5116	formado	2
5117	estafando	1
5118	ostentarlas	1
5119	marejada	1
5120	sofismas	1
5121	transeúntes	5
5122	brillantitos	1
5123	chiquilla	2
5124	desaparezcan	1
5125	penosa	2
5126	trémula	2
5127	sofá	2
5128	inesperada	1
5129	tampoco	25
5130	trémulo	4
5131	alcanzado	1
5132	cínico	1
5133	explicarme	1
5134	falsete	2
5135	pestillo	3
5136	cínica	2
5137	producirla	1
5138	estrepitosa	1
5139	lograrían	1
5140	descendencia	1
5141	sensación	7
5142	yacían	1
5143	querida	11
5144	querido	23
5145	cruzase	1
5146	bárbaro	1
5147	biarritz	1
5148	hallaba	35
5149	gemido	1
5150	continuaba	4
5151	cual	30
5152	gritos	8
5153	avergonzado	9
5154	enteraba	1
5155	orlaban	1
5156	circular	1
5157	rodeado	2
5158	cedería	1
5159	intrincado	1
5160	miraba	8
5161	regresaban	2
5162	disimulo	1
5163	prudente	2
5164	juzgándolas	1
5165	sostener	4
5166	inspirar	1
5167	disponer	2
5168	vendose	1
5169	pasajes	1
5170	pararse	1
5171	corras	1
5172	vagaban	1
5173	paleta	1
5174	desdeñado	2
5175	ventanillo	2
5176	recreos	1
5177	resplandeciente	3
5178	abalanzándose	2
5179	bufido	1
5180	alzaba	3
5181	enseña	1
5182	ángulos	1
5183	esquimales	1
5184	lados	3
5185	venturoso	1
5186	cinamomo	1
5187	subversiva	1
5188	cariñosas	4
5189	apretados	1
5190	fecundas	1
5191	causó	6
5192	doblaron	1
5193	madre	37
5194	amaneció	3
5195	cruzando	1
5196	frascos	3
5197	subyugada	1
5198	mundanas	1
5199	cásese	1
5200	lindas	1
5201	llamárseles	1
5202	perniciosos	1
5203	abren	1
5204	catorce	3
5205	camino	26
5206	maestro	5
5207	compuesto	1
5208	antepasados	2
5209	convenció	2
5210	yugo	1
5211	desastre	1
5212	afirmarse	1
5213	acentuando	3
5214	yemas	1
5215	anhelando	1
5216	explayarse	1
5217	moda	1
5218	brusca	2
5219	brusco	2
5220	arrullo	1
5221	ferocidad	2
5222	fijeza	2
5223	modo	50
5224	perjudicaría	1
5225	abatido	3
5226	habría	2
5227	manicomios	2
5228	predominaba	1
5229	apasionadas	1
5230	rojas	2
5231	platerías	1
5232	inclinaba	3
5233	reuníanse	1
5234	dejaron	3
5235	niego	1
5236	tirabuzones	1
5237	duró	3
5238	ambiciones	1
5239	rebosaban	2
5240	caminando	3
5241	afabilidad	1
5242	causa	13
5243	deseamos	1
5244	presentaba	3
5245	torres	2
5246	abuelo	4
5247	tercero	1
5248	eco	1
5249	tercera	2
5250	resucitado	1
5251	abuela	1
5252	entristecido	1
5253	trasversales	1
5254	negros	7
5255	x	1
5256	inventado	1
5257	ámbito	1
5258	inspirarnos	1
5259	sonaba	1
5260	impongo	1
5261	florido	2
5262	muslo	1
5263	desnuda	1
5264	apetece	1
5265	indulgente	1
5266	resumen	1
5267	salvajes	5
5268	florida	2
5269	merecen	1
5270	oyendo	3
5271	limitaba	1
5272	pesaroso	1
5273	libremente	1
5274	montando	1
5275	margaritas	1
5276	transacciones	1
5277	abandonados	2
5278	confuso	9
5279	cándido	1
5280	balbuceando	1
5281	suya	6
5282	contuvo	1
5283	cogiendo	1
5284	figurita	1
5285	suyo	5
5286	freía	1
5287	postres	2
5288	anonadado	1
5289	estilo	4
5290	única	6
5291	cometiendo	1
5292	obligaciones	3
5293	descuidasen	1
5294	quieras	3
5295	arrebolaba	1
5296	corona	3
5297	final	3
5298	ocio	1
5299	procedía	1
5300	advertirle	1
5301	hijita	3
5302	listo	1
5303	herencia	2
5304	ovario	1
5305	puros	1
5306	facilitaron	1
5307	sentarse	7
5308	mozas	1
5309	mallas	1
5310	chiquillos	1
5311	quejido	1
5312	merendaban	1
5313	advertido	2
5314	timorato	1
5315	decirse	3
5316	exhibir	1
5317	afinación	1
5318	rechinar	1
5319	exageración	1
5320	holgadito	1
5321	independientes	1
5322	cristales	7
5323	encono	1
5324	dolorosa	3
5325	trabajando	3
5326	peligro	5
5327	baboso	1
5328	doloroso	3
5329	diplomacia	2
5330	_objeto_	1
5331	divinidad	2
5332	catolicismo	2
5333	callado	2
5334	comarcanos	1
5335	filtrándose	1
5336	pensando	7
5337	duele	2
5338	ingerir	1
5339	finas	1
5340	casualidad	4
5341	cima	1
5342	malos	1
5343	sensatas	1
5344	alteración	2
5345	conversión	1
5346	minuciosamente	3
5347	quería	23
5348	aburren	1
5349	juego	6
5350	enfadaba	1
5351	trastornos	1
5352	inspirarle	1
5353	venera	1
5354	entendió	1
5355	fricciones	1
5356	gestiones	1
5357	abstraídos	2
5358	prohibición	2
5359	bonachona	2
5360	platos	1
5361	tira	1
5362	hado	1
5363	raso	1
5364	varia	1
5365	vivamos	1
5366	pegajoso	1
5367	libre	7
5368	tambaleándose	1
5369	pelotera	2
5370	libro	7
5371	seis	14
5372	cómoda	6
5373	hirió	1
5374	cuero	2
5375	pensador	1
5376	fallecimiento	1
5377	yendo	1
5378	puestos	1
5379	radicales	1
5380	empañado	1
5381	facilitándoles	1
5382	aquí	46
5383	conejo	2
5384	llenando	2
5385	fianza	1
5386	aguardase	1
5387	ordenado	3
5388	felipe	2
5389	felipa	1
5390	gran	42
5391	dubitativo	1
5392	navarra	1
5393	orlas	1
5394	quedaban	4
5395	verles	1
5396	cupiese	1
5397	tomás	1
5398	interés	10
5399	norte	1
5400	hábitos	2
5401	humano	12
5402	ganaba	1
5403	delegaciones	1
5404	siguiolas	1
5405	abonaros	1
5406	humana	1
5407	arrojan	1
5408	luz	24
5409	desaparición	1
5410	anduvo	1
5411	tiró	4
5412	caja	1
5413	arrojar	1
5414	confundir	1
5415	parecían	9
5416	tocarlo	1
5417	llamado	11
5418	apelo	1
5419	desaseado	1
5420	frente	28
5421	insinuado	2
5422	deleite	3
5423	circunstancia	1
5424	reconoció	2
5425	sentándose	4
5426	contasen	1
5427	obstinan	1
5428	procurando	1
5429	dispuso	1
5430	cogiéndose	1
5431	cazadora	1
5432	despierta	2
5433	atrevida	1
5434	despierto	1
5435	sospechaba	4
5436	agitando	3
5437	solía	17
5438	comemos	1
5439	humildemente	2
5440	razonable	2
5441	caracterizaba	7
5442	escritura	1
5443	costura	1
5444	reclamarlo	1
5445	decentes	1
5446	bigote	8
5447	contener	2
5448	habitual	3
5449	abofeteó	1
5450	descansaba	2
5451	complejidad	1
5452	envidia	3
5453	desmesuradamente	4
5454	lecciones	1
5455	tiene	72
5456	anisado	1
5457	polka	1
5458	supongo	2
5459	especiales	2
5460	ráfagas	2
5461	revolcándose	2
5462	suizas	1
5463	galantes	2
5464	capacidad	1
5465	heroicamente	1
5466	prorrumpir	2
5467	aterradora	2
5468	gusten	3
5469	cambiaba	2
5470	menores	1
5471	amabilísimas	1
5472	pareció	7
5473	salga	1
5474	señal	6
5475	resonaba	1
5476	paraguas	4
5477	gozo	9
5478	amiguita	1
5479	frenética	1
5480	señas	2
5481	amilanes	1
5482	pervertido	1
5483	fondo	17
5484	fonda	5
5485	despertó	2
5486	cortejo	1
5487	dirigíale	1
5488	paseos	6
5489	lechería	1
5490	mañanas	2
5491	ramales	5
5492	parte	40
5493	admirables	2
5494	embelecos	1
5495	fulgurante	1
5496	buscarla	2
5497	llovido	1
5498	periódicos	10
5499	certamen	2
5500	demás	26
5501	mostrarle	1
5502	luchador	1
5503	diablos	2
5504	tomado	7
5505	sacarlos	2
5506	ayudado	1
5507	vuelve	1
5508	repitiendo	2
5509	temía	6
5510	especialísimo	1
5511	estado	39
5512	bronca	3
5513	vuelvo	1
5514	camiserías	1
5515	complacerle	1
5516	i	1
5517	bahía	1
5518	desviarse	1
5519	ocupación	4
5520	físico	2
5521	desesperadamente	2
5522	física	4
5523	chalá	1
5524	prematuros	1
5525	reside	1
5526	taller	4
5527	católico_	1
5528	perseguidores	1
5529	enamoradas	1
5530	través	8
5531	distraído	3
5532	rehusar	1
5533	librará	1
5534	autógrafos	2
5535	jefe	13
5536	conmovedoras	1
5537	distraída	2
5538	mitología	1
5539	avanzado	1
5540	estaríamos	1
5541	católicos	2
5542	bandidos	1
5543	consideraban	1
5544	uñas	3
5545	venían	4
5546	dígale	1
5547	_allegro_	1
5548	atrocidad	2
5549	ocurrierra	1
5550	definitiva	1
5551	contingente	2
5552	livio	1
5553	desean	2
5554	respondió	34
5555	historia	13
5556	integrante	2
5557	anudados	1
5558	disfruto	1
5559	resultaron	1
5560	tímidamente	9
5561	tiendas	3
5562	afortunadamente	2
5563	chispeante	1
5564	rota	1
5565	paga	2
5566	ésa	1
5567	gigantescos	1
5568	regresar	2
5569	ése	3
5570	ánimo	3
5571	retrato	5
5572	hundiendo	1
5573	vosotros	7
5574	pensé	2
5575	sirviesen	1
5576	extáticos	1
5577	haberlo	1
5578	teatros	2
5579	pensó	12
5580	respetuosos	2
5581	rastro	1
5582	límites	4
5583	cualidad	1
5584	convirtieron	1
5585	haberle	3
5586	mística_	1
5587	bebía	1
5588	sentiría	1
5589	producido	3
5590	llamarse	2
5591	turingia	1
5592	rendido	2
5593	rendida	1
5594	rebosando	4
5595	correspondió	1
5596	depositó	1
5597	sombrerera	1
5598	honradas	3
5599	pesadísimas	1
5600	riquísimo	1
5601	alados	1
5602	rezo	1
5603	puedo	29
5604	abstendría	1
5605	pueda	6
5606	dejase	3
5607	infundían	1
5608	puede	40
5609	irá	1
5610	resistirles	1
5611	meditando	2
5612	torsos	1
5613	esclavo	1
5614	contradicciones	1
5615	sazón	1
5616	dominios	2
5617	pagó	1
5618	designios	1
5619	exagerando	1
5620	estábamos	1
5621	abuelito	5
5622	rodeo	2
5623	muda	2
5624	confesaba	2
5625	prosigue	1
5626	fecundación	1
5627	mudo	2
5628	abuelita	1
5629	artista	28
5630	chula	26
5631	queriendo	1
5632	filosófica	1
5633	arrepentimiento	2
5634	prestase	1
5635	reprendió	1
5636	bofetada	5
5637	cariñosamente	3
5638	esperando	8
5639	dolores	6
5640	claras	1
5641	imperial	1
5642	purgatorio	1
5643	legumbres	1
5644	ambiguas	1
5645	lanzaron	1
5646	cónclave	1
5647	guardia	2
5648	protectora	8
5649	increpándolas	1
5650	empujándole	2
5651	mirtos	1
5652	gallinas	1
5653	airada	1
5654	vuestras	2
5655	airado	1
5656	chascarrillos	1
5657	filosófico	1
5658	neutral	1
5659	asustados	1
5660	diplomática	1
5661	ha	155
5662	he	91
5663	vacante	2
5664	fiándose	1
5665	percibió	1
5666	cruel	6
5667	mantenerte	1
5668	datos	5
5669	tuercen	1
5670	existencia	31
5671	henchidos	1
5672	emprendió	3
5673	perseguían	1
5674	etapa	1
5675	modelados	1
5676	picaba	1
5677	universal	1
5678	recareda	4
5679	declaraciones	2
5680	empeñar	1
5681	contratado	1
5682	mejor	26
5683	apuntó	1
5684	frontera	1
5685	humillaba	1
5686	tamaños	2
5687	pedante	1
5688	sombrilla	1
5689	tendrán	1
5690	ª	138
5691	siguiente	9
5692	rendirla	1
5693	parecido	2
5694	anuncios	2
5695	nuevamente	4
5696	fugado	1
5697	comenzaron	2
5698	profundos	3
5699	señora	78
5700	enajenación	1
5701	insulto	1
5702	manteneros	1
5703	triunfante	1
5704	menudísima	1
